st,Configure,1516116604,644587
et,Configure,1516116604,656575
et,Configure,1516116604,666634
et,Configure,1516116604,678588
et,Configure,1516116604,688496
et,Configure,1516116604,698822
st,Configure,1516170376,842166
et,Configure,1516170376,845817
et,Configure,1516170376,849514
et,Configure,1516170376,854140
et,Configure,1516170376,863489
et,Configure,1516170376,867176
st,Start,1516170381,483072
st,Start,1516170382,69176
et,Start,1516170382,71774
et,Start,1516170382,81899
et,Start,1516170382,92709
et,Start,1516170382,98826
et,Start,1516170382,109738
st,Pause,1516170388,866125
et,Pause,1516170388,985420
et,Pause,1516170389,99350
et,Pause,1516170389,218257
et,Pause,1516170390,764410
et,Pause,1516170390,773078
st,Resume,1516170395,216258
et,Resume,1516170395,224223
et,Resume,1516170395,225236
et,Resume,1516170395,226716
et,Resume,1516170395,229952
et,Resume,1516170395,239998
st,Stop,1516170401,4207
et,Stop,1516170401,110620
et,Stop,1516170401,224350
et,Stop,1516170401,343291
et,Stop,1516170401,357542
et,Stop,1516170401,372915
st,Unconfigure,1516170405,109200
et,Unconfigure,1516170405,114285
et,Unconfigure,1516170405,121009
et,Unconfigure,1516170405,128418
et,Unconfigure,1516170405,137019
et,Unconfigure,1516170405,141241
st,Configure,1516170409,374292
et,Configure,1516170409,382904
et,Configure,1516170409,389315
et,Configure,1516170409,396315
et,Configure,1516170409,405879
et,Configure,1516170409,409568
st,Start,1516170412,767340
st,Start,1516170413,905240
et,Start,1516170413,915146
et,Start,1516170413,925390
et,Start,1516170413,928860
et,Start,1516170413,938837
et,Start,1516170413,945866
st,Pause,1516170423,278463
et,Pause,1516170423,321562
et,Pause,1516170423,439534
et,Pause,1516170423,554526
et,Pause,1516170423,563199
et,Pause,1516170423,573370
st,Resume,1516170427,132554
et,Resume,1516170427,133275
et,Resume,1516170427,143539
et,Resume,1516170427,143900
et,Resume,1516170427,150712
et,Resume,1516170427,153796
st,Stop,1516170433,26433
et,Stop,1516170433,71691
et,Stop,1516170433,189460
et,Stop,1516170433,304622
et,Stop,1516170433,318356
et,Stop,1516170433,333795
st,Unconfigure,1516170437,702537
et,Unconfigure,1516170437,703609
et,Unconfigure,1516170437,708781
et,Unconfigure,1516170437,714555
et,Unconfigure,1516170437,721793
et,Unconfigure,1516170437,725559
st,Configure,1516170441,235431
et,Configure,1516170441,241767
et,Configure,1516170441,247676
et,Configure,1516170441,252855
et,Configure,1516170441,260831
et,Configure,1516170441,263971
st,Stop,1516170473,432783
st,Start,1516170474,825632
st,Start,1516170475,166856
et,Start,1516170475,170850
et,Start,1516170475,179599
et,Start,1516170475,180381
